Id,Designator,Footprint,Quantity,Designation,JLCPCB Part #
1,U1,DFN-8-1EP_2x2mm_P0.5mm_EP0.9x1.5mm,1,AT42QT1012-M,C147899
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
